1,1715772607.0028725
2,1715772607.0028725
3,1715772607.0028725
4,1715772607.0039146
5,1715772607.0039146
6,1715772607.0039146
7,1715772607.0039146
8,1715772607.0039146
9,1715772607.0039146
10,1715772607.0049415
11,1715772607.0049415
12,1715772607.0049415
13,1715772609.0093117
14,1715772609.0093117
15,1715772609.0093117
16,1715772609.0093117
17,1715772611.0229828
18,1715772611.0229828
19,1715772611.0229828
20,1715772611.0229828
21,1715772613.0248024
22,1715772613.0248024
23,1715772615.039617
24,1715772615.039617
25,1715772615.039617
26,1715772615.039617
27,1715772615.039617
28,1715772617.042808
29,1715772619.0568564
30,1715772619.0568564
31,1715772619.0568564
32,1715772619.0568564
33,1715772619.0568564
34,1715772619.0596602
35,1715772619.0600724
36,1715772619.0602987
37,1715772619.0611384
38,1715772621.0674818
39,1715772621.0674818
40,1715772621.0692766
41,1715772621.0692766
42,1715772621.0692766
43,1715772621.0692766
44,1715772621.0692766
45,1715772621.0692766
46,1715772621.0692766
47,1715772621.0692766
48,1715772621.0692766
